Year,Industry,Age group,Characteristics,Male Participation Rate (%),Female Participation Rate (%),Difference (%)
1980,"Wholesale and retail trade [41, 44-45]",15 years and over,Employment,54.75349052777938,45.24940617577197,9.504084352007403
1980,"Wholesale and retail trade [41, 44-45]",15 years and over,Full-time employment,62.75299031706854,37.250806910955006,25.50218340611353
1980,"Wholesale and retail trade [41, 44-45]",15 years and over,Part-time employment,29.03028822667318,70.96971177332682,-41.93942354665364
1980,"Wholesale and retail trade [41, 44-45]",25 to 54 years,Employment,55.56844547563805,44.44210082261126,11.126344653026791
1980,"Wholesale and retail trade [41, 44-45]",25 to 54 years,Full-time employment,65.25514377398855,34.74485622601146,30.510287547977093
1980,"Wholesale and retail trade [41, 44-45]",25 to 54 years,Part-time employment,13.43210680560078,94.65971996092476,-81.22761315532398
1980,"Wholesale and retail trade [41, 44-45]",55 years and over,Employment,56.30011454753723,43.67124856815578,12.628865979381445
1980,"Wholesale and retail trade [41, 44-45]",55 years and over,Full-time employment,65.78463800073501,34.178610804851154,31.60602719588386
1980,"Wholesale and retail trade [41, 44-45]",55 years and over,Part-time employment,45.99609375000001,77.21354166666666,-31.21744791666665
1981,Accommodation and food services [72],15 to 24 years,Employment,41.28840782122905,58.69413407821229,-17.405726256983236
1981,Accommodation and food services [72],15 to 24 years,Full-time employment,41.21027721433401,58.75591615956728,-17.545638945233264
1981,Accommodation and food services [72],15 to 24 years,Part-time employment,45.24738172625497,58.72156013001083,-13.474178403755857
1981,Accommodation and food services [72],15 years and over,Employment,40.642059806078386,59.374236128086054,-18.732176322007668
1981,Accommodation and food services [72],15 years and over,Full-time employment,44.15116976604679,55.87282543491302,-11.721655668866227
1981,Accommodation and food services [72],15 years and over,Part-time employment,36.480446927374295,66.81056373793804,-30.330116810563744
1981,Accommodation and food services [72],25 to 54 years,Employment,39.557300963941444,60.46054980364155,-20.903248839700105
1981,Accommodation and food services [72],25 to 54 years,Full-time employment,45.32498380479379,54.67501619520622,-9.35003239041243
1981,Accommodation and food services [72],25 to 54 years,Part-time employment,37.121212121212125,88.1198347107438,-50.99862258953168
1981,Accommodation and food services [72],55 years and over,Employment,66.41949152542372,68.75,-2.330508474576277
1981,Accommodation and food services [72],55 years and over,Full-time employment,77.95698924731182,71.81259600614437,6.14439324116745
1981,Accommodation and food services [72],55 years and over,Part-time employment,64.51612903225806,99.78494623655914,-35.26881720430107
1981,"Agriculture [111-112, 1100, 1151-1152]",15 to 24 years,Employment,77.94729542302356,27.276930189551546,50.67036523347201
1981,"Agriculture [111-112, 1100, 1151-1152]",15 to 24 years,Full-time employment,82.44382022471909,24.779293739967898,57.66452648475119
1981,"Agriculture [111-112, 1100, 1151-1152]",15 to 24 years,Part-time employment,83.84146341463415,48.328816621499556,35.51264679313459
1981,"Agriculture [111-112, 1100, 1151-1152]",15 years and over,Employment,73.92595978062158,28.656307129798904,45.26965265082268
1981,"Agriculture [111-112, 1100, 1151-1152]",15 years and over,Full-time employment,82.0300973738566,19.70197698436117,62.32812038949544
1981,"Agriculture [111-112, 1100, 1151-1152]",15 years and over,Part-time employment,45.94731509625126,59.72081503996397,-13.773499943712714
1981,"Agriculture [111-112, 1100, 1151-1152]",25 to 54 years,Employment,75.36777210884355,34.445153061224495,40.92261904761906
1981,"Agriculture [111-112, 1100, 1151-1152]",25 to 54 years,Full-time employment,87.1832814122534,28.128245067497403,59.05503634475599
1981,"Agriculture [111-112, 1100, 1151-1152]",25 to 54 years,Part-time employment,35.43400713436385,79.7859690844233,-44.35196195005945
1981,"Agriculture [111-112, 1100, 1151-1152]",55 years and over,Employment,82.57173219978746,27.010272759475733,55.56145944031173
1981,"Agriculture [111-112, 1100, 1151-1152]",55 years and over,Full-time employment,89.02275769745648,20.348058902275767,68.67469879518072
1981,"Agriculture [111-112, 1100, 1151-1152]",55 years and over,Part-time employment,77.65333333333334,56.74666666666667,20.906666666666666
1981,"Business, building and other support services [55, 56]",15 to 24 years,Employment,64.66666666666666,55.41666666666667,9.249999999999986
1981,"Business, building and other support services [55, 56]",15 to 24 years,Full-time employment,84.0247397797556,65.29391059486096,18.730829184894645
1981,"Business, building and other support services [55, 56]",15 to 24 years,Part-time employment,117.31481481481482,110.83333333333334,6.481481481481481
1981,"Business, building and other support services [55, 56]",15 years and over,Employment,59.87683562292753,44.135480814779726,15.741354808147804
1981,"Business, building and other support services [55, 56]",15 years and over,Full-time employment,66.60600545950864,36.7667576584774,29.839247801031235
1981,"Business, building and other support services [55, 56]",15 years and over,Part-time employment,49.48037847060648,71.17867052720473,-21.698292056598248
1981,"Business, building and other support services [55, 56]",25 to 54 years,Employment,58.18181818181818,45.95348837209302,12.22832980972516
1981,"Business, building and other support services [55, 56]",25 to 54 years,Full-time employment,67.6440329218107,43.99434156378601,23.649691358024697
1981,"Business, building and other support services [55, 56]",25 to 54 years,Part-time employment,66.42857142857143,94.82142857142856,-28.392857142857125
1981,"Business, building and other support services [55, 56]",55 years and over,Employment,75.3517823639775,81.05065666041277,-5.698874296435264
1981,"Business, building and other support services [55, 56]",55 years and over,Full-time employment,77.23785166240408,55.924978687127016,21.312872975277067
1981,"Business, building and other support services [55, 56]",55 years and over,Part-time employment,82.35294117647058,83.82352941176471,-1.4705882352941302
1981,Construction [23],15 to 24 years,Employment,90.5255878284924,14.344991108476588,76.18059672001581
1981,Construction [23],15 to 24 years,Full-time employment,91.56534954407296,14.627659574468085,76.93768996960488
1981,Construction [23],15 to 24 years,Part-time employment,125.69444444444444,72.22222222222221,53.47222222222223
1981,Construction [23],15 years and over,Employment,90.56203605514315,9.43796394485684,81.1240721102863
1981,Construction [23],15 years and over,Full-time employment,93.61331819901626,6.401816118047672,87.21150208096859
1981,Construction [23],15 years and over,Part-time employment,51.68817204301075,71.85483870967741,-20.166666666666657
1981,Construction [23],25 to 54 years,Employment,90.19388894528473,9.795959801035428,80.3979291442493
1981,Construction [23],25 to 54 years,Full-time employment,93.90099860410179,7.3755920636625,86.52540654043929
1981,Construction [23],25 to 54 years,Part-time employment,60.67415730337079,83.42696629213484,-22.752808988764045
1981,Construction [23],55 years and over,Employment,93.37134711332857,27.833214540270845,65.53813257305772
1981,Construction [23],55 years and over,Full-time employment,95.59748427672955,24.213836477987417,71.38364779874213
1981,Construction [23],55 years and over,Part-time employment,68.3673469387755,38.77551020408163,29.59183673469387
1981,Educational services [61],15 to 24 years,Employment,38.86184210526315,64.67105263157895,-25.809210526315795
1981,Educational services [61],15 to 24 years,Full-time employment,35.92053592053592,67.35966735966736,-31.439131439131437
1981,Educational services [61],15 to 24 years,Part-time employment,79.60288808664261,65.18501805054152,14.417870036101093
1981,Educational services [61],15 years and over,Employment,46.01757165490422,53.98242834509578,-7.964856690191553
1981,Educational services [61],15 years and over,Full-time employment,50.755711775043935,49.22671353251318,1.5289982425307542
1981,Educational services [61],15 years and over,Part-time employment,24.501197126895452,75.49880287310454,-50.99760574620909
1981,Educational services [61],25 to 54 years,Employment,46.43476673057611,53.546973431936465,-7.112206701360357
1981,Educational services [61],25 to 54 years,Full-time employment,51.502377864245574,48.50843060959793,2.9939472546476438
1981,Educational services [61],25 to 54 years,Part-time employment,38.610129564193166,81.2720848056537,-42.66195524146054
1981,Educational services [61],55 years and over,Employment,54.1784702549575,50.09206798866855,4.08640226628895
1981,Educational services [61],55 years and over,Full-time employment,65.65891472868218,44.05684754521964,21.602067183462538
1981,Educational services [61],55 years and over,Part-time employment,82.94930875576037,87.55760368663594,-4.608294930875573
1981,"Finance, insurance, real estate, rental and leasing [52, 53]",15 to 24 years,Employment,24.28508440413202,79.90362811791383,-55.618543713781804
1981,"Finance, insurance, real estate, rental and leasing [52, 53]",15 to 24 years,Full-time employment,22.916666666666664,81.0921717171717,-58.17550505050503
1981,"Finance, insurance, real estate, rental and leasing [52, 53]",15 to 24 years,Part-time employment,92.99719887955182,102.18487394957982,-9.187675070028007
1981,"Finance, insurance, real estate, rental and leasing [52, 53]",15 years and over,Employment,39.71515466211705,60.277427490542244,-20.562272828425193
1981,"Finance, insurance, real estate, rental and leasing [52, 53]",15 years and over,Full-time employment,41.71906022501655,58.27266710787558,-16.55360688285903
1981,"Finance, insurance, real estate, rental and leasing [52, 53]",15 years and over,Part-time employment,27.677929547088425,77.71387491013658,-50.03594536304816
1981,"Finance, insurance, real estate, rental and leasing [52, 53]",25 to 54 years,Employment,44.00740397963905,56.00416473854697,-11.996760758907918
1981,"Finance, insurance, real estate, rental and leasing [52, 53]",25 to 54 years,Full-time employment,47.561595123190244,52.45110490220981,-4.889509779019569
1981,"Finance, insurance, real estate, rental and leasing [52, 53]",25 to 54 years,Part-time employment,38.91050583657588,101.59965412883703,-62.68914829226115
1981,"Finance, insurance, real estate, rental and leasing [52, 53]",55 years and over,Employment,64.36781609195403,44.33497536945813,20.032840722495898
1981,"Finance, insurance, real estate, rental and leasing [52, 53]",55 years and over,Full-time employment,66.98656429942419,47.07293666026872,19.91362763915547
1981,"Finance, insurance, real estate, rental and leasing [52, 53]",55 years and over,Part-time employment,121.91235059760955,74.1035856573705,47.808764940239044
1981,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",15 to 24 years,Employment,82.84438775510205,35.77806122448979,47.06632653061226
1981,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",15 to 24 years,Full-time employment,82.96885354539431,35.281643472498345,47.687210072895965
1981,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",15 to 24 years,Part-time employment,76.66666666666666,,
1981,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",15 years and over,Employment,88.96680022896393,11.018889524899828,77.9479107040641
1981,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",15 years and over,Full-time employment,89.79472140762464,10.205278592375366,79.58944281524927
1981,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",15 years and over,Part-time employment,135.25179856115108,77.6978417266187,57.55395683453237
1981,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",25 to 54 years,Employment,90.55532183424484,11.337820782498948,79.21750105174588
1981,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",25 to 54 years,Full-time employment,91.56497538000427,11.303789338471418,80.26118604153285
1981,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",25 to 54 years,Part-time employment,,94.91525423728812,
1981,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",55 years and over,Employment,92.34234234234235,42.94294294294295,49.3993993993994
1981,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",55 years and over,Full-time employment,92.3676012461059,41.1214953271028,51.24610591900311
1981,Goods-producing sector,15 to 24 years,Employment,75.3209184595914,24.685108178147416,50.63581028144398
1981,Goods-producing sector,15 to 24 years,Full-time employment,76.0171881294481,23.97609775748624,52.04109037196186
1981,Goods-producing sector,15 to 24 years,Part-time employment,69.29411764705881,41.81617647058823,27.47794117647058
1981,Goods-producing sector,15 years and over,Employment,78.72860635696823,21.26869199908144,57.45991435788679
1981,Goods-producing sector,15 years and over,Full-time employment,80.84176632934683,19.159671113155476,61.68209521619135
1981,Goods-producing sector,15 years and over,Part-time employment,45.762331838565025,54.21524663677131,-8.452914798206287
1981,Goods-producing sector,25 to 54 years,Employment,78.78856484244757,21.207318830139755,57.581246012307815
1981,Goods-producing sector,25 to 54 years,Full-time employment,81.32316614756739,18.676833852432605,62.64633229513478
1981,Goods-producing sector,25 to 54 years,Part-time employment,22.682086614173226,79.18307086614173,-56.500984251968504
1981,Goods-producing sector,55 years and over,Employment,84.7683615819209,16.692655367231637,68.07570621468926
1981,Goods-producing sector,55 years and over,Full-time employment,86.94420495134868,14.334277620396598,72.60992733095208
1981,Goods-producing sector,55 years and over,Part-time employment,66.6971916971917,61.81318681318682,4.884004884004881
1981,Health care and social assistance [62],15 to 24 years,Employment,19.82151589242054,81.9559902200489,-62.13447432762837
1981,Health care and social assistance [62],15 to 24 years,Full-time employment,19.382414515003486,82.37962316817864,-62.99720865317515
1981,Health care and social assistance [62],15 to 24 years,Part-time employment,47.77732463295269,88.55628058727571,-40.77895595432302
1981,Health care and social assistance [62],15 years and over,Employment,22.682965382791505,77.30649665419675,-54.62353127140524
1981,Health care and social assistance [62],15 years and over,Full-time employment,27.04661046471121,72.9533895352888,-45.9067790705776
1981,Health care and social assistance [62],15 years and over,Part-time employment,22.90179537097123,90.871728314947,-67.96993294397578
1981,Health care and social assistance [62],25 to 54 years,Employment,23.01661232727837,76.99115044247787,-53.97453811519951
1981,Health care and social assistance [62],25 to 54 years,Full-time employment,28.62044605913816,71.36946210515693,-42.74901604601877
1981,Health care and social assistance [62],25 to 54 years,Part-time employment,14.425016812373908,95.66240753194351,-81.2373907195696
1981,Health care and social assistance [62],55 years and over,Employment,32.95057413879181,69.89515726410383,-36.94458312531202
1981,Health care and social assistance [62],55 years and over,Full-time employment,37.734177215189874,65.75949367088607,-28.0253164556962
1981,Health care and social assistance [62],55 years and over,Part-time employment,57.692307692307686,97.25274725274724,-39.560439560439555
1981,"Information, culture and recreation [51, 71]",15 to 24 years,Employment,48.651771956856706,51.386748844375965,-2.7349768875192595
1981,"Information, culture and recreation [51, 71]",15 to 24 years,Full-time employment,51.64991129509167,53.045535186280304,-1.3956238911886345
1981,"Information, culture and recreation [51, 71]",15 to 24 years,Part-time employment,64.09191583610189,59.800664451827245,4.291251384274645
1981,"Information, culture and recreation [51, 71]",15 years and over,Employment,55.34230544177882,44.669397308367465,10.672908133411354
1981,"Information, culture and recreation [51, 71]",15 years and over,Full-time employment,59.76165955568634,40.23834044431368,19.523319111372665
1981,"Information, culture and recreation [51, 71]",15 years and over,Part-time employment,46.28782100177981,67.83752860411897,-21.54970760233916
1981,"Information, culture and recreation [51, 71]",25 to 54 years,Employment,58.11588641596316,41.8649270913277,16.25095932463546
1981,"Information, culture and recreation [51, 71]",25 to 54 years,Full-time employment,63.51410934744267,36.46384479717813,27.050264550264536
1981,"Information, culture and recreation [51, 71]",25 to 54 years,Part-time employment,57.14285714285714,77.97619047619048,-20.833333333333343
1981,"Information, culture and recreation [51, 71]",55 years and over,Employment,64.48358413132695,57.86593707250343,6.617647058823522
1981,"Information, culture and recreation [51, 71]",55 years and over,Full-time employment,73.67256637168141,113.09734513274337,-39.42477876106196
1981,"Information, culture and recreation [51, 71]",55 years and over,Part-time employment,52.554744525547434,96.35036496350364,-43.7956204379562
1981,Manufacturing [31-33],15 to 24 years,Employment,69.3946070716609,30.615885006819855,38.77872206484105
1981,Manufacturing [31-33],15 to 24 years,Full-time employment,69.81577173668839,30.184228263311613,39.63154347337678
1981,Manufacturing [31-33],15 to 24 years,Part-time employment,100.47846889952154,103.13662945241893,-2.6581605528973853
1981,Manufacturing [31-33],15 years and over,Employment,73.80528846153847,26.192307692307693,47.612980769230774
1981,Manufacturing [31-33],15 years and over,Full-time employment,74.85274015160928,25.14477445010563,49.70796570150365
1981,Manufacturing [31-33],15 years and over,Part-time employment,51.21693121693123,62.857142857142854,-11.640211640211625
1981,Manufacturing [31-33],25 to 54 years,Employment,74.02616332033669,25.97019276318187,48.05597055715482
1981,Manufacturing [31-33],25 to 54 years,Full-time employment,75.23890975346745,24.761090246532554,50.4778195069349
1981,Manufacturing [31-33],25 to 54 years,Part-time employment,67.21311475409836,104.91803278688525,-37.70491803278689
1981,Manufacturing [31-33],55 years and over,Employment,81.57439446366782,25.156790657439448,56.41760380622837
1981,Manufacturing [31-33],55 years and over,Full-time employment,82.61261261261261,26.75675675675675,55.85585585585586
1981,Manufacturing [31-33],55 years and over,Part-time employment,91.92546583850934,69.56521739130436,22.36024844720498
1981,Other services (except public administration) [81],15 to 24 years,Employment,43.693843594009984,56.27287853577372,-12.579034941763737
1981,Other services (except public administration) [81],15 to 24 years,Full-time employment,50.94066570188133,49.107573564881804,1.8330921369995252
1981,Other services (except public administration) [81],15 to 24 years,Part-time employment,52.45972073039742,72.61009667024703,-20.15037593984961
1981,Other services (except public administration) [81],15 years and over,Employment,49.12063884399658,50.86034794181957,-1.7397090978229883
1981,Other services (except public administration) [81],15 years and over,Full-time employment,58.2326842494454,41.73034261769781,16.50234163174759
1981,Other services (except public administration) [81],15 years and over,Part-time employment,20.216216216216214,81.53846153846155,-61.32224532224534
1981,Other services (except public administration) [81],25 to 54 years,Employment,52.710495963091105,47.27302685780194,5.437469105289168
1981,Other services (except public administration) [81],25 to 54 years,Full-time employment,62.18218218218219,37.777777777777786,24.404404404404403
1981,Other services (except public administration) [81],25 to 54 years,Part-time employment,32.80521901211556,100.26095060577819,-67.45573159366263
1981,Other services (except public administration) [81],55 years and over,Employment,49.606353591160214,59.63397790055248,-10.027624309392266
1981,Other services (except public administration) [81],55 years and over,Full-time employment,65.13849092645654,68.74061945695185,-3.602128530495307
1981,Other services (except public administration) [81],55 years and over,Part-time employment,73.67758186397985,107.68261964735515,-34.0050377833753
1981,"Professional, scientific and technical services [54]",15 to 24 years,Employment,40.29524330235101,66.2171192515643,-25.921875949213288
1981,"Professional, scientific and technical services [54]",15 to 24 years,Full-time employment,41.15125535823637,65.25141185275906,-24.100156494522693
1981,"Professional, scientific and technical services [54]",15 to 24 years,Part-time employment,52.80898876404494,83.8951310861423,-31.08614232209736
1981,"Professional, scientific and technical services [54]",15 years and over,Employment,57.04117946110831,42.958820538891715,14.082358922216592
1981,"Professional, scientific and technical services [54]",15 years and over,Full-time employment,61.048582419148026,39.00840575580567,22.040176663342358
1981,"Professional, scientific and technical services [54]",15 years and over,Part-time employment,54.350417163289634,76.04290822407627,-21.692491060786637
1981,"Professional, scientific and technical services [54]",25 to 54 years,Employment,60.296324081020245,39.666166541635405,20.63015753938484
1981,"Professional, scientific and technical services [54]",25 to 54 years,Full-time employment,65.4922279792746,34.549222797927456,30.943005181347147
1981,"Professional, scientific and technical services [54]",25 to 54 years,Part-time employment,44.8,100.8,-56.0
1981,"Professional, scientific and technical services [54]",55 years and over,Employment,76.04017216642754,49.88043998087039,26.159732185557147
1981,"Professional, scientific and technical services [54]",55 years and over,Full-time employment,81.19349005424955,51.89873417721519,29.294755877034362
1981,"Professional, scientific and technical services [54]",55 years and over,Part-time employment,57.264957264957275,42.73504273504274,14.529914529914535
1981,Public administration [91],15 to 24 years,Employment,46.84421743889091,53.11929952572053,-6.27508208682962
1981,Public administration [91],15 to 24 years,Full-time employment,45.96912521440823,53.98799313893653,-8.018867924528301
1981,Public administration [91],15 to 24 years,Part-time employment,136.97270471464017,66.62531017369729,70.34739454094289
1981,Public administration [91],15 years and over,Employment,63.57679839988965,36.43009862749155,27.146699772398094
1981,Public administration [91],15 years and over,Full-time employment,65.84914048606994,34.15085951393005,31.69828097213989
1981,Public administration [91],15 years and over,Part-time employment,47.22103766879886,67.16417910447761,-19.943141435678754
1981,Public administration [91],25 to 54 years,Employment,65.72737229911381,34.232798964452854,31.494573334660956
1981,Public administration [91],25 to 54 years,Full-time employment,68.30235957402381,31.718521612027565,36.583837961996245
1981,Public administration [91],25 to 54 years,Part-time employment,56.98689956331877,87.117903930131,-30.131004366812235
1981,Public administration [91],55 years and over,Employment,77.37056428155906,33.7322363500374,43.63832793152166
1981,Public administration [91],55 years and over,Full-time employment,80.30303030303031,33.91203703703704,46.390993265993274
1981,Public administration [91],55 years and over,Part-time employment,63.82978723404255,56.382978723404264,7.446808510638284
1981,Services-producing sector,15 to 24 years,Employment,44.03773399498846,55.96226600501154,-11.924532010023086
1981,Services-producing sector,15 to 24 years,Full-time employment,44.866555314687794,55.12989089875262,-10.263335584064826
1981,Services-producing sector,15 to 24 years,Part-time employment,42.20241884150223,57.805537873965626,-15.603119032463397
1981,Services-producing sector,15 years and over,Employment,50.427760717033486,49.57158169539228,0.8561790216412035
1981,Services-producing sector,15 years and over,Full-time employment,56.073201849549406,43.928423413540074,12.144778436009332
1981,Services-producing sector,15 years and over,Part-time employment,26.483766457572212,73.5162335424278,-47.03246708485558
1981,Services-producing sector,25 to 54 years,Employment,51.821981083657164,48.18116116598411,3.6408199176730562
1981,Services-producing sector,25 to 54 years,Full-time employment,58.51507102999586,41.48492897000415,17.03014205999171
1981,Services-producing sector,25 to 54 years,Part-time employment,10.795072788353863,89.21985815602838,-78.42478536767452
1981,Services-producing sector,55 years and over,Employment,58.41303800654417,41.57437704505411,16.838660961490056
1981,Services-producing sector,55 years and over,Full-time employment,65.01596200264736,34.99182434010745,30.024137662539907
1981,Services-producing sector,55 years and over,Part-time employment,33.566043920026225,69.32153392330382,-35.75549000327759
1981,"Total, all industries",15 to 24 years,Employment,53.09947643979057,46.9022687609075,6.197207678883068
1981,"Total, all industries",15 to 24 years,Full-time employment,55.64825358462503,44.35407032139619,11.294183263228838
1981,"Total, all industries",15 to 24 years,Part-time employment,45.409307541351275,54.590692458648725,-9.18138491729745
1981,"Total, all industries",15 years and over,Employment,59.69349845201237,40.30605926581159,19.38743918620078
1981,"Total, all industries",15 years and over,Full-time employment,65.01754677409308,34.98089581992234,30.03665095417074
1981,"Total, all industries",15 years and over,Part-time employment,29.053266812057476,70.94972067039106,-41.89645385833359
1981,"Total, all industries",25 to 54 years,Employment,60.916556181062184,39.08413796933243,21.832418211729752
1981,"Total, all industries",25 to 54 years,Full-time employment,66.77006079263647,33.227607009033385,33.54245378360309
1981,"Total, all industries",25 to 54 years,Part-time employment,12.108640694885592,87.88487716341479,-75.77623646852919
1981,"Total, all industries",55 years and over,Employment,67.84963621665318,32.14632174616006,35.70331447049312
1981,"Total, all industries",55 years and over,Full-time employment,73.5114503816794,26.49332061068702,47.018129770992374
1981,"Total, all industries",55 years and over,Part-time employment,36.510458035477896,63.542494042891185,-27.03203600741329
1981,Transportation and warehousing [48-49],15 to 24 years,Employment,75.25453740593183,38.120533738063614,37.134003667868214
1981,Transportation and warehousing [48-49],15 to 24 years,Full-time employment,76.18806875631951,42.35760026963262,33.83046848668689
1981,Transportation and warehousing [48-49],15 to 24 years,Part-time employment,137.51584283903676,82.50950570342206,55.0063371356147
1981,Transportation and warehousing [48-49],15 years and over,Employment,81.13416759068592,18.865832409314116,62.2683351813718
1981,Transportation and warehousing [48-49],15 years and over,Full-time employment,84.50203692467711,15.497963075322874,69.00407384935424
1981,Transportation and warehousing [48-49],15 years and over,Part-time employment,54.98313400797302,74.12603495860166,-19.142900950628643
1981,Transportation and warehousing [48-49],25 to 54 years,Employment,81.75829168559746,18.196274420717856,63.5620172648796
1981,Transportation and warehousing [48-49],25 to 54 years,Full-time employment,85.73712037378581,15.675642444362472,70.06147792942335
1981,Transportation and warehousing [48-49],25 to 54 years,Part-time employment,56.67166416791605,83.46541015206681,-26.79374598415076
1981,Transportation and warehousing [48-49],55 years and over,Employment,85.86956521739131,28.13299232736573,57.736572890025585
1981,Transportation and warehousing [48-49],55 years and over,Full-time employment,89.13805185704274,24.85984583041345,64.27820602662929
1981,Transportation and warehousing [48-49],55 years and over,Part-time employment,54.63917525773198,47.42268041237113,7.216494845360849
1981,Utilities [22],15 to 24 years,Employment,80.8080808080808,75.83527583527582,4.97280497280498
1981,Utilities [22],15 to 24 years,Full-time employment,80.57553956834533,77.37809752198244,3.1974420463628945
1981,Utilities [22],15 years and over,Employment,90.01572945340148,24.65591820684231,65.35981124655916
1981,Utilities [22],15 years and over,Full-time employment,90.26200873362443,24.45414847161572,65.8078602620087
1981,Utilities [22],25 to 54 years,Employment,84.41416893732969,21.097703386531723,63.31646555079797
1981,Utilities [22],25 to 54 years,Full-time employment,84.72070098576124,20.654044750430298,64.06665623533094
1981,Utilities [22],55 years and over,Employment,93.3852140077821,,
1981,Utilities [22],55 years and over,Full-time employment,110.47619047619047,,
1981,"Wholesale and retail trade [41, 44-45]",15 to 24 years,Employment,53.808617980315944,46.1831114051774,7.6255065751385445
1981,"Wholesale and retail trade [41, 44-45]",15 to 24 years,Full-time employment,57.36506248338207,42.674820526455726,14.690241956926343
1981,"Wholesale and retail trade [41, 44-45]",15 to 24 years,Part-time employment,48.00700832238283,52.01489268506351,-4.007884362680677
1981,"Wholesale and retail trade [41, 44-45]",15 years and over,Employment,54.8012962647109,45.19586104951958,9.60543521519132
1981,"Wholesale and retail trade [41, 44-45]",15 years and over,Full-time employment,62.74119678654553,37.2550491778662,25.48614760867933
1981,"Wholesale and retail trade [41, 44-45]",15 years and over,Part-time employment,30.030452096509723,69.98126024830172,-39.950808151792
1981,"Wholesale and retail trade [41, 44-45]",25 to 54 years,Employment,55.09171733687599,44.91339226406418,10.178325072811809
1981,"Wholesale and retail trade [41, 44-45]",25 to 54 years,Full-time employment,64.6829268292683,35.3109756097561,29.371951219512198
1981,"Wholesale and retail trade [41, 44-45]",25 to 54 years,Part-time employment,16.876839007986547,94.4829760403531,-77.60613703236655
1981,"Wholesale and retail trade [41, 44-45]",55 years and over,Employment,56.53409090909091,43.4375,13.096590909090907
1981,"Wholesale and retail trade [41, 44-45]",55 years and over,Full-time employment,65.95509753404491,34.0449024659551,31.910195068089813
1981,"Wholesale and retail trade [41, 44-45]",55 years and over,Part-time employment,44.61152882205514,83.40295182400446,-38.79142300194932
1982,Accommodation and food services [72],15 to 24 years,Employment,42.01183431952662,57.934373318988705,-15.922538999462084
1982,Accommodation and food services [72],15 to 24 years,Full-time employment,42.47491638795987,57.45076179858788,-14.975845410628004
1982,Accommodation and food services [72],15 to 24 years,Part-time employment,45.66181566181566,58.38530838530838,-12.723492723492718
1982,Accommodation and food services [72],15 years and over,Employment,41.43655489809336,58.563445101906645,-17.126890203813282
1982,Accommodation and food services [72],15 years and over,Full-time employment,45.74081043783716,54.271735039518255,-8.530924601681093
1982,Accommodation and food services [72],15 years and over,Part-time employment,36.4832022873481,66.6904932094353,-30.207290922087203
1982,Accommodation and food services [72],25 to 54 years,Employment,40.51587997894368,59.46657308299702,-18.950693104053343
1982,Accommodation and food services [72],25 to 54 years,Full-time employment,46.82746631899174,53.15080399826162,-6.323337679269883
1982,Accommodation and food services [72],25 to 54 years,Part-time employment,43.78608325736858,85.87055606198724,-42.08447280461866
1982,Accommodation and food services [72],55 years and over,Employment,58.884529147982065,61.905829596412566,-3.0213004484305017
1982,Accommodation and food services [72],55 years and over,Full-time employment,78.9185777403745,74.05848937513149,4.860088365243016
1982,Accommodation and food services [72],55 years and over,Part-time employment,54.34782608695653,94.42934782608695,-40.08152173913042
1982,"Agriculture [111-112, 1100, 1151-1152]",15 to 24 years,Employment,77.09230033476804,28.096604495456717,48.995695839311324
1982,"Agriculture [111-112, 1100, 1151-1152]",15 to 24 years,Full-time employment,82.17609162491051,27.797661655929367,54.378429968981145
1982,"Agriculture [111-112, 1100, 1151-1152]",15 to 24 years,Part-time employment,91.52752009894867,52.188552188552194,39.33896791039648
1982,"Agriculture [111-112, 1100, 1151-1152]",15 years and over,Employment,72.9103042642235,29.78622327790974,43.12408098631376
1982,"Agriculture [111-112, 1100, 1151-1152]",15 years and over,Full-time employment,80.7821392091055,21.13964686998395,59.642492339121546
1982,"Agriculture [111-112, 1100, 1151-1152]",15 years and over,Part-time employment,45.770392749244714,60.03133042407968,-14.260937674834963
1982,"Agriculture [111-112, 1100, 1151-1152]",25 to 54 years,Employment,67.84518828451883,35.32426778242678,32.520920502092046
1982,"Agriculture [111-112, 1100, 1151-1152]",25 to 54 years,Full-time employment,77.70976791634789,24.435093088497833,53.27467482785005
1982,"Agriculture [111-112, 1100, 1151-1152]",25 to 54 years,Part-time employment,36.63157894736842,86.44736842105264,-49.81578947368423
1982,"Agriculture [111-112, 1100, 1151-1152]",55 years and over,Employment,80.6304016268429,31.011692933401118,49.618708693441775
